date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots,sigma_factor,achieved_daily_sigma_ratio
2025-05-15,mpc,error_scaled_frozen_contract_and_soc,42809.28172073035,41532.48771684821,1276.7940038821434,65987.96025596315,58166.587796439344,7821.372459523807,3237.8540732142073,307.77286547619053,16,6,5859.985813175915,3526.5553509759015,17258.939040541503,13998.226246349208,10800.0,10779.46041832157,1222.2983719304427,10800.0,1.095887000003131,2.2737367544323206e-13,0,0.5,0.5
2025-05-16,greedy,error_scaled_frozen_contract_and_soc,20667.906256291157,20667.906256291157,0.0,36089.61964234847,28239.1318113961,7850.487830952379,3258.913887344921,0.0,0,0,5893.789120047033,21206.714790994592,19049.482815148847,15430.081080270571,10800.0,10800.0,2211.47089760942,10800.0,0.0003302999975858256,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-16,mpc,error_scaled_frozen_contract_and_soc,21459.454542426873,20667.906256291157,791.5482861357141,36089.61964234847,28239.1318113961,7850.487830952379,3258.913887344921,160.78578809523808,17,8,6489.177312285176,20745.29625745616,19386.111157639607,15739.893293365807,10800.0,10758.729715913643,1924.374287794607,10800.0,1.0247480999969412,1.1368683772161603e-13,0,0.5,0.49999999999999994
2025-05-17,greedy,error_scaled_frozen_contract_and_soc,20731.30632743245,20731.30632743245,0.0,36413.69398336865,28657.179826225794,7756.514157142858,3322.310875460754,0.0,0,0,5540.265887330979,18187.93326134578,19451.184700132762,15755.45960710754,10800.0,10800.0,2057.6515198412694,10800.0,0.0013786999916192144,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-17,mpc,error_scaled_frozen_contract_and_soc,22225.537965068168,20731.30632743245,1494.2316376357157,36413.69398336865,28657.179826225794,7756.514157142858,3322.310875460754,319.65183095238126,25,11,4916.106028130618,19134.96644795353,19434.232525106327,15741.728928536111,10800.0,10799.999352000017,1299.541625174717,10800.0,1.1607044999982463,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-18,greedy,error_scaled_frozen_contract_and_soc,41023.7620016313,41023.7620016313,0.0,64617.086879205584,56731.41501491987,7885.671864285714,3373.748891221984,0.0,0,0,5942.303069253382,2004.4434785714288,16755.44028420961,13571.906630209782,10800.0,10800.0,1992.362960317461,10800.0,0.0006788999889977276,1.1368683772161603e-13,0,0.5,0.5000000000000001
2025-05-18,mpc,error_scaled_frozen_contract_and_soc,43577.571046758676,41023.7620016313,2553.809045127378,64617.086879205584,56731.41501491987,7885.671864285714,3373.748891221984,507.32232976190437,19,7,4824.100612293221,3727.275466666668,16359.790760217387,13273.564307590736,10800.0,10775.406897983717,1328.9089221235342,10800.0,1.1123134999943431,1.1368683772161603e-13,0,0.5,0.5000000000000001
2025-05-19,greedy,error_scaled_frozen_contract_and_soc,40457.2454356857,40457.2454356857,0.0,64240.90443032802,56251.37195413754,7989.532476190476,3389.725063028769,0.0,0,0,6578.730856981188,4378.543340476192,16577.239020121182,13427.56360629816,10800.0,10800.0,1744.2774100529118,10800.0,0.00031269999453797936,2.2737367544323206e-13,0,0.5,0.5
2025-05-19,mpc,error_scaled_frozen_contract_and_soc,41864.28040046189,40457.2454356857,1407.0349647761923,64240.90443032802,56251.37195413754,7989.532476190476,3389.725063028769,216.85187738095277,14,7,6790.286529119454,4389.489662196358,16570.485257215132,13426.459959869588,10800.0,10795.147887194078,1649.7747534872537,10800.0,0.9706538000027649,2.2737367544323206e-13,0,0.5,0.5
2025-05-20,greedy,error_scaled_frozen_contract_and_soc,40124.34334441177,40124.34334441177,0.0,63477.08920440144,55535.960687734776,7941.128516666667,3405.099198673055,0.0,0,0,5299.7756061399305,1726.7088025902287,16782.11239576368,13593.511040568585,10800.0,10800.0,1827.8250714285707,10800.0,0.0008837000059429556,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-20,mpc,error_scaled_frozen_contract_and_soc,43153.87203325149,40124.34334441177,3029.5286888397286,63477.08920440144,55535.960687734776,7941.128516666667,3405.099198673055,490.05495552876175,14,8,3919.6871401008875,3674.5596963451735,16493.15483471445,13382.260951706488,10800.0,10774.660516013573,1200.0,10800.0,0.9212711000000127,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-21,greedy,error_scaled_frozen_contract_and_soc,40435.4719151802,40435.4719151802,0.0,64026.08839084242,55961.611897985276,8064.476492857144,3383.2391394845226,0.0,0,0,5395.3472982069425,3658.414648809524,16019.220744447386,12975.568803002385,10800.0,10800.0,1913.0671719576703,10800.0,0.0004533000028459355,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-21,mpc,error_scaled_frozen_contract_and_soc,41134.684830185564,40435.4719151802,699.2129150053602,64026.08839084242,55961.611897985276,8064.476492857144,3383.2391394845226,120.43296547619109,9,4,5524.567940781939,3558.2279925944185,16506.6052580875,13371.554337526195,10800.0,10798.66213502742,1346.2113960406425,10800.0,1.011380800002371,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-22,greedy,error_scaled_frozen_contract_and_soc,39763.77666865742,39763.77666865742,0.0,62952.77165795244,54819.84415319053,8132.927504761905,3372.74332365492,0.0,0,0,5443.225061627919,3264.6361975749583,16747.233640035265,13565.259248428567,10800.0,10800.0,1845.5022420634918,10800.0,0.00029319999157451093,2.2737367544323206e-13,0,0.5,0.5000000000000001
2025-05-22,mpc,error_scaled_frozen_contract_and_soc,41193.90037168837,39763.77666865742,1430.1237030309499,62952.77165795244,54819.84415319053,8132.927504761905,3372.74332365492,254.2827392857139,19,8,5039.705726528493,3935.219838462142,16679.965306866558,13510.772481761902,10800.0,10799.999352000017,1651.9772767915051,10800.0,1.0748746000026586,2.2737367544323206e-13,0,0.5,0.5000000000000001
2025-05-23,greedy,error_scaled_frozen_contract_and_soc,20604.50056839885,20604.50056839885,0.0,36151.99696270986,28030.506419852725,8121.490542857142,3371.825810806984,0.0,0,0,6434.075478938856,19715.04377314269,19709.590419347023,15964.768239671084,10800.0,10800.0,1807.6820490427071,10800.0,0.0003141999914078042,1.1368683772161603e-13,0,0.5,0.5
