date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots
2025-11-02,greedy,frozen_paired_same_contract_soc_information,49101.42028954887,48662.99881414622,438.42147540265063,77331.38349639978,70741.49922259025,6589.884273809523,2158.5864599603165,62.847115166664366,1,1,4085.5465850676087,441.76131037624896,21423.88833046981,17353.349547680547,10800.0,10800.0,1200.0,10800.0,0.0004057999904034659,1.1368683772161603e-13,0
2025-11-02,mpc,frozen_paired_same_contract_soc_information,56030.48018382964,48662.99881414622,7367.481369683409,77331.38349639978,70741.49922259025,6589.884273809523,2158.5864599603165,1403.3355397542086,38,12,5361.874758381262,821.2470666666663,19846.673250865744,16091.459973093006,10800.0,10782.605955675828,1200.0,10800.0,1.156294300002628,2.2737367544323206e-13,0
2025-11-03,greedy,frozen_paired_same_contract_soc_information,49477.68392137831,49477.68392137831,0.0,78423.02759315632,71739.71783125155,6683.30976190476,2126.940651025079,0.0,0,0,4467.208447031165,627.54755,20122.84901469384,16299.507701902014,10800.0,10800.0,1656.1899112698443,10800.0,0.00023630000941921026,1.4210854715202004e-13,0
2025-11-03,mpc,frozen_paired_same_contract_soc_information,52397.66903890036,49477.68392137831,2919.985117522057,78423.02759315632,71739.71783125155,6683.30976190476,2126.940651025079,598.3400510058239,23,14,5372.065752539567,386.1077333333333,20024.053656804484,16265.78978184857,10800.0,10748.548533514515,1238.326629629631,10800.0,1.0017037999932654,1.1368683772161603e-13,0
2025-11-04,greedy,frozen_paired_same_contract_soc_information,49767.25100969449,49767.25100969449,0.0,79115.04019740419,72295.72931883277,6819.310878571429,2088.4733752352768,0.0,0,0,6275.793827572017,1329.9419709876531,20680.170344795766,16750.937979284572,10800.0,10800.0,1221.309194576721,10800.0,0.0004005999944638461,1.1368683772161603e-13,0
2025-11-04,mpc,frozen_paired_same_contract_soc_information,52933.6960032222,49767.25100969449,3166.444993527709,79115.04019740419,72295.72931883277,6819.310878571429,2088.4733752352768,630.3668702698467,33,12,7743.339361891802,582.8757655204786,20401.94733975268,16562.827432824248,10800.0,10758.611013750471,1202.2783148148155,10800.0,1.2189325999934226,2.2737367544323206e-13,0
2025-11-05,greedy,frozen_paired_same_contract_soc_information,50250.762549035615,50250.762549035615,0.0,79605.05630321268,72763.95455083172,6841.101752380952,2078.6035962876977,0.0,0,0,5055.283668959434,842.1777999999996,21208.288250455647,17178.713482869076,10800.0,10800.0,1671.4378915343905,10800.0,0.0002447000006213784,1.7053025658242404e-13,0
2025-11-05,mpc,frozen_paired_same_contract_soc_information,54914.51166902618,50250.762549035615,4663.749119990558,79605.05630321268,72763.95455083172,6841.101752380952,2078.6035962876977,992.3275817255885,42,14,6373.183118814327,751.8651166666665,20123.03459583885,16328.719013048249,10800.0,10767.710010645798,1268.38138888889,10800.0,1.1047235000005458,2.2737367544323206e-13,0
2025-11-06,greedy,frozen_paired_same_contract_soc_information,52140.81162404639,49715.14556564995,2425.6660583964394,78794.67532223725,71945.921234142,6848.754088095237,2089.700535847698,505.25654902381166,7,1,3772.0582082304477,0.0,21885.73217384529,17727.44306081468,10800.0,10800.0,1200.0,10800.0,0.00023759999021422118,2.2737367544323206e-13,0
2025-11-06,mpc,frozen_paired_same_contract_soc_information,60455.235366344,49715.14556564995,10740.089800694048,78794.67532223725,71945.921234142,6848.754088095237,2089.700535847698,2154.8622423674956,42,14,5626.540593136378,178.49596666666673,20103.368669891737,16328.452215090041,10800.0,10750.307119469182,1221.7370000000008,10800.0,1.0401591999980155,2.2737367544323206e-13,0
2025-11-07,greedy,frozen_paired_same_contract_soc_information,23201.977672113644,23201.977672113644,0.0,40894.91995371149,33849.13344180673,7045.786511904762,2095.518512562381,0.0,0,0,3683.3586176072877,9999.725831331063,20491.440639156885,16598.06691771708,10800.0,10800.0,1557.5436071428558,10800.0,0.0004341000021668151,1.1368683772161603e-13,0
